Species	T6SS	Count
Chryseobacterium_sp._IHB_B_17019	TssB,TssC,TssE,TssF,TssG,TssK	6
Ralstonia_solanacearum_OE1-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Desulfonema_magnum_strain_4be13	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Arthrobacter_alpinus_strain_ERGS4:06	TssE	1
Streptomyces_sp._LBUM_1475	TssB,TssE,TssL	3
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20121542	TssA,TssD,TssE,TssG,TssM	5
Salmonella_enterica_subsp._salamae_serovar_55:k:z39_str._1315K_strain_1315K	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Vibrio_sp._THAF64	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bartonella_tribocorum_CIP_105476	TssE	1
Campylobacter_jejuni_4031	TssB	1
Burkholderia_thailandensis_MSMB59	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sulfitobacter_pontiacus_DSM_110277	TssE	1
Xanthomonas_campestris_pv._campestris_str._CN12	TssA,TssE	2
Legionella_oakridgensis_strain_NCTC11531	TssL,TssM	2
Streptomyces_sp._M2	TssE	1
Agromyces_sp._AR33	TssE	1
Stenotrophomonas_sp._SAU14A_NAIMI4_5	TssE	1
Methylomicrobium_buryatense_strain_5GB1C	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Kangiella_profundi_strain_FT102	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudoxanthomonas_suwonensis_11-1	TssE,TssL	2
Pantoea_deleyi_LMG24200	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Flavobacterium_jumunjinense_HME7102	TssB,TssC,TssE,TssF,TssG	5
Mycobacterium_tuberculosis_PanR0804	TssL	1
Yersinia_entomophaga_strain_MH96	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Yersinia_massiliensis_strain_2011N-4075	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Citrobacter_freundii_complex_sp._CFNIH9	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Polaromonas_vacuolata_strain_KCTC_22033	TssE	1
Xanthomonas_sp._gxlp16	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL,TssM	10
Chamaesiphon_minutus_PCC_6605	TssE,TssJ	2
Snodgrassella_alvi_wkB2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Nocardioides_dokdonensis_FR1436	TssE,TssL	2
Cellulomonas_fimi_ATCC_484	TssD,TssE,TssM	3
Raoultella_terrigena_strain_JH01	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Moorea_producens_PAL-8-15-08-1	TssE	1
Yersinia_pseudotuberculosis_str._PA3606_Pa3606	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_pseudomallei_HBPUB10303a	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Qipengyuania_sp._1NDH13	TssE,TssK	2
Macrococcus_canis_B8	TssE	1
Stenotrophomonas_sp._ZAC14D1_NAIMI4_6	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._VLB120	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Methanococcus_maripaludis_strain_DSM_2067	TssD	1
Geobacillus_sp._LC300	TssL	1
Jeongeupia_sp._HS-3	TssE,TssK,TssL	3
Aquimarina_sp._TRL1	TssB,TssC,TssE,TssF,TssG,TssK,TssL,TssM	8
Campylobacter_jejuni_subsp._jejuni_D42a	TssB	1
Salmonella_enterica_subsp._enterica_serovar_Newport_str._CDC_2012K-0938	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bacillus_amyloliquefaciens_Y2	TssM	1
Streptomyces_sp._S1D4-11	TssD,TssE,TssF	3
Bacillus_sp._NP247	TssC,TssE	2
Shigella_flexneri_2a_strain_1508	TssA,TssE,TssF,TssG,TssL	5
Citrobacter_sp._RHBSTW-00944	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL	9
Pseudomonas_sp._LTJR-52	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Anderseniella_sp._Alg231-50_strain_Anderseniella_sp._Alg231_50	TssL	1
Streptomyces_gardneri_strain_ATCC_15439	TssE	1
Acidobacterium_sp._4Y35	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Caulobacter_flavus_strain_RHGG3	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Acidovorax_radicis_79	TssG,TssL	2
Streptomyces_sp._CRXT-G-22	TssE	1
Pseudomonas_sp._SWI44	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Bradyrhizobium_sp._LCT2	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA19994216	TssD,TssE	2
Mycoplasma_mycoides_subsp._capri_LC_str._95010	TssC	1
Methylovirgula_sp._HY1	TssB	1
Xanthomonas_axonopodis_pv._glycines_CFBP_7119	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Brenneria_goodwinii_strain_FRB141	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Massilia_sp._YMA4	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Pseudomonas_sivasensis_BsEB-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Thermoleptolyngbya_sp._PKUAC-SCTB121	TssE,TssG	2
Salmonella_enterica_subsp._enterica_serovar_Havana_strain_CVM_20761	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._DTU12.1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Oceanobacillus_sp._143	TssE	1
Staphylococcus_sp._MZ1	TssE	1
Citrobacter_sp._RHB36-C18	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Moorea_producens_JHB	TssE	1
uncultured_Celerinatantimonas_sp._1	TssE	1
Wolbachia_sp._wRi	TssE	1
Mycobacterium_tuberculosis_PanR0805	TssL	1
Staphylococcus_aureus_subsp._aureus_SA40	TssE	1
Massilia_sp._HC52	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Oleispira_antarctica_RB-8	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Dechloromonas_sp._strain_SSB2	TssE,TssJ	2
Burkholderia_pseudomallei_B03	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Micromonospora_echinofusca_strain_DSM_43913	TssE,TssL,TssM	3
Erwinia_gerundensis_AR	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Burkholderia_pseudomallei_MSHR2243	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_avium_subsp._avium_DJO-44271	TssL	1
Hydrogenophaga_sp._LPB0072	TssG,TssL	2
Burkholderia_pseudomallei_1026b	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_sp._KY75_strain_Streptomyces_sp._KY75_genome	TssE	1
Methyloversatilis_sp._RAC08	TssD	1
Serinicoccus_sp._W204	TssG	1
Acaryochloris_marina_S15	TssA,TssE	2
Chromobacterium_sp._Rain0013	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Leptospira_santarosai_strain_DU92	TssB,TssD	2
Leptospira_noguchii_201601331	TssD,TssL	2
Mesorhizobium_ciceri_strain_CC1192	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Yersinia_enterocolitica_subsp._enterocolitica_8081	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Corynebacterium_humireducens_NBRC_106098_=_DSM_45392	TssL	1
Erythrobacter_sp._3-20A1M	TssE	1
Arthrobacter_sp._PGP41	TssE,TssJ	2
Chloracidobacterium_sp._A	TssL	1
Staphylococcus_sp._MI_10-1553	TssC	1
Streptomyces_sp._MG28	TssE,TssL,TssM	3
Azospirillum_brasilense_Sp245	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Vibrio_vulnificus_Env1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Meiothermus_silvanus_DSM_9946	TssE	1
Francisella_tularensis_subsp._holarctica_FSC201	TssB,TssK,TssL	3
Vibrio_mediterranei_strain_117-T6	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudanabaena_sp._PCC_7367	TssE	1
Archaeoglobus_profundus_DSM_5631	TssE,TssJ	2
Nitrospinaceae_bacterium_VA-1	TssL	1
Oscillospiraceae_bacterium_J115	TssE,TssL	2
Citrobacter_sp._RHBSTW-00424	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL	9
Salmonella_enterica_subsp._enterica_serovar_Anatum_strain_CFSAN076215	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Thermococcus_radiotolerans_strain_EJ2	TssL	1
Xenorhabdus_nematophila_strain_SII	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_SMS-3-5	TssD,TssE,TssL	3
Blastococcus_saxobsidens_DD2	TssE,TssJ	2
Salmonella_enterica_subsp._enterica_serovar_Rissen_strain_GJ0703-2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Brevibacillus_brevis_B011	TssE	1
Sulfurimonas_sp._H1576	TssB,TssC,TssE	3
Paenibacillus_polymyxa_SQR-21	TssL	1
Ralstonia_pseudosolanacearum_SL1931	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Delftia_acidovorans_SPH-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Parabacteroides_distasonis_BFG-238	TssE	1
Nakamurella_panacisegetis_strain_P4-7,KCTC_19426,CECT_7604	TssC,TssE	2
Photorhabdus_akhurstii_strain_0813-124_phase_II_strain_not_applicable	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_nojiriensis_strain_JCM_3382	TssD,TssE,TssL	3
Agrobacterium_tumefaciens_1D1104	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Corynebacterium_minutissimum_strain_FDAARGOS_1196_strain_Not_applicable	TssB,TssL	2
Staphylococcus_aureus_subsp._aureus_Z172	TssE	1
Nostoc_sp._NIES-2111	TssE	1
Streptococcus_oralis_Uo5	TssE	1
Bradyrhizobium_sp._WBAH33	TssC,TssE	2
Bacillus_megaterium_QM_B1551	TssB,TssE	2
Francisella_cf._novicida_Fx1	TssB,TssK,TssL,TssM	4
Sulfitobacter_mediterraneus_strain_SC1-11	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Gammaproteobacteria_bacterium_DM2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Erysipelotrichaceae_bacterium_66202529	TssD,TssE	2
Streptomyces_variabilis_strain_ARRS001	TssE,TssF	2
Labrenzia_sp._VG12	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Mycobacterium_noviomagense_strain_JCM_16367	TssG,TssL	2
Micromonospora_endophytica_(Xie_et_al._2001)_Li_et_al._2019_strain_NBRC_109090	TssE,TssL	2
Campylobacter_jejuni_subsp._jejuni_S3	TssE	1
Photorhabdus_luminescens_0813-124_phase_I	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Planctomycetes_bacterium_Spa11	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Pseudochrobactrum_sp._C130915_07	TssE	1
Escherichia_coli_RS218	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Janibacter_terrae_strain_YFY001	TssG	1
Streptomyces_roseochromogenus_subsp._oscitans_DS_12.976	TssE	1
Escherichia_coli_C321.deltaA	TssD,TssE,TssL	3
Staphylococcus_aureus_subsp._aureus_LGA251	TssE	1
Cedecea_lapagei_strain_NCTC11466	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Neisseria_lactamica_strain_M17106	TssE	1
Escherichia_coli_O157:H7_str._Sakai	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Flavobacterium_sp._MDT1-60	TssE	1
Nocardia_otitidiscaviarum_strain_NEB252	TssA,TssE,TssL	3
Burkholderia_multivorans_ATCC_BAA-247	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Micromonospora_terminaliae_strain_DSM_101760	TssE,TssM	2
Microlunatus_phosphovorus_NM-1	TssE,TssG,TssM	3
Sinorhizobium_meliloti_Ak57	TssB	1
Pseudoalteromonas_carrageenovora_strain_KCTC_22325	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cobetia_sp._L2A1	TssB	1
Streptomyces_sp._ZFG47	TssE,TssF	2
Pseudomonas_sp._29A	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Winogradskyella_sp._PAMC22761	TssL	1
Ectothiorhodospira_sp._BSL-9	TssA,TssB,TssD,TssF,TssG,TssJ,TssK,TssL,TssM	9
Thiocapsa_bogorovii_BBS	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_griseocarneus_strain_KCC_S-1010	TssD,TssE	2
Streptomyces_sp._769	TssE	1
Aeromicrobium_sp._zg-629	TssL	1
Streptomyces_griseus_subsp._griseus_strain_ATCC_13273	TssE	1
Aeromonas_sp._2692-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_O113:H21_strain_FWSEC0010	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Lactobacillus_graminis_strain_LG542	TssL	1
Liquorilactobacillus_nagelii_DSM_13675	TssA	1
Pseudomonas_aeruginosa_LES400	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._DTU12.3	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._Y5-11	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salinibacterium_sp._M195	TssL	1
Staphylococcus_sp._MZ3	TssE	1
Lutibacter_sp._LPB0138	TssE	1
Wolbachia_endosymbiont_of_Drosophila_incompta_strain_wInc_Cu	TssE	1
Candidatus_Hamiltonella_defensa_(Bemisia_tabaci)	TssE	1
Microbulbifer_hydrolyticus_strain_IRE-31	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Serratia_marcescens_2020-O-9	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_FAP1	TssA,TssB,TssD,TssE,TssF,TssG,TssL,TssM	8
Rhodococcus_sp._21391	TssE	1
Rhodococcus_sp._YL-1	TssD	1
Pseudomonas_mosselii_923	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycolicibacterium_insubricum_strain_JCM_16366	TssE,TssL	2
Erythrobacter_sp._EB310	TssE	1
Pseudomonas_reinekei_strain_BS3776	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Roseomonas_sp._1318	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Acinetobacter_johnsonii_XBB1	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Shigella_dysenteriae_1617	TssG,TssL,TssM	3
Streptomyces_sp._WAC8241	TssE	1
Halorhodospira_halochloris_strain_DSM-1059_strain_DSM_1059	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_guangdongensis_strain_CCTCC_2012022	TssA	1
Tetrasphaera_sp._HKS02	TssE	1
Escherichia_coli_O10:H32_strain_NMBU-W12E19	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL	9
Burkholderia_pseudomallei_MSHR146	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Aquificae_bacterium_strain_RBS10-58	TssB	1
Nocardioides_sp._S-713	TssK	1
Bacillus_licheniformis_C5	TssD,TssE	2
Pseudomonas_sp._S49	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Saccharopolyspora_spinosa_strain_CCTCC_M206084	TssE,TssL	2
Legionella_israelensis_strain_Bercovier_4	TssL,TssM	2
Lactobacillus_brevis_strain_100D8	TssE,TssL	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._SA20091739	TssA,TssD,TssE,TssG,TssM	5
Algibacter_sp._L3A6	TssB,TssC,TssE,TssF,TssK	5
Rhizobium_sp._N941	TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	8
Prevotella_dentalis_DSM_3688	TssA	1
Escherichia_coli_BW2952	TssD,TssE,TssL	3
Jatrophihabitans_sp._GAS493	TssD,TssE,TssF,TssM	4
Campylobacter_sp._CCUG_57310	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Cellvibrio_sp._KY-YJ-3	TssC	1
Methylomonas_sp._DH-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_phlei_strain_CCUG_21000	TssL	1
Klebsiella_oxytoca_KCTC_1686	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sporosarcina_sp._Te-1	TssC,TssF,TssL	3
Francisella_halioticida_strain_DSM_23729	TssB,TssK,TssL,TssM	4
Acinetobacter_sp._NEB149	TssM	1
Vibrio_sp._THAF191c	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pandoraea_norimbergensis_strain_DSM_11628	TssA,TssD,TssE,TssF,TssG,TssJ,TssL,TssM	8
Halomonas_sp._BM-2019	TssB,TssE,TssL	3
Burkholderia_sp._JP2-270	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhodococcus_pyridinivorans_SB3094	TssE	1
Klebsiella_sp._FDAARGOS_511_strain_Not_applicable	TssB,TssD,TssE	3
Klebsiella_pneumoniae_subsp._pneumoniae_KP5-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_aeruginosa_PA7	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Anabaenopsis_circularis_NIES-21	TssE	1
Hydrogenobacter_thermophilus_TK-6	TssB,TssL	2
Pseudomonas_sp._MRSN12121	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Haemophilus_influenzae_PittGG	TssB	1
Streptomyces_sp._V17-9	TssE,TssL	2
Mycobacterium_tuberculosis_CCDC5180	TssL	1
Rhodococcus_ruber_strain_C1	TssE	1
Mesoflavibacter_sp._strain_ih5	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssK,TssL	9
Legionella_anisa_FDAARGOS_1480	TssJ,TssL,TssM	3
Hymenobacter_monticola_KACC_22596	TssB,TssC,TssE,TssF,TssG	5
Lactococcus_sp._LG606	TssB,TssC,TssL	3
Escherichia_sp._TM-G17TGC	TssD,TssE,TssL	3
Streptomyces_albireticuli_strain_SMD11	TssE	1
Legionella_sp._TUM19329	TssL,TssM	2
Pseudomonas_sp._SK	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Sinorhizobium_fredii_CCBAU_25509	TssL	1
Cedecea_neteri_M006	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Tenacibaculum_sp._LPB0136	TssD	1
Chromatiales_bacterium_bin74	TssD	1
Chloracidobacterium_sp._D	TssL	1
Deinococcus_sp._S14-83_strain_S14-83T	TssA,TssE	2
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20111554	TssA,TssD,TssE,TssG,TssM	5
Marinobacter_sp._JH2	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Enterobacter_sp._R4-368	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_antimycoticus_strain_NBRC_100767	TssE	1
Salmonella_sp._SJTUF15034	TssA,TssB,TssD,TssE,TssG,TssM	6
Ensifer_adhaerens_E-60	TssE	1
Citrobacter_sp._Colony475	TssD	1
Enterobacter_sp._ODB01	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._EC20090884	TssA,TssD,TssE,TssG,TssM	5
Pantoea_sp._CCBC3-3-1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Xanthomonas_campestris_pv._campestris_str._CN17	TssA,TssE	2
Candidatus_Thioglobus_singularis_strain_GG2	TssC	1
Serratia_marcescens_SM39	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Friedmanniella_luteola_strain_DSM_21741	TssE,TssF	2
Vibrio_sp._THAF191d	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudomonas_sp._Boi14	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Adjame_strain_353868	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Escherichia_coli_str._K-12_substr._MDS42	TssL	1
Sanguibacter_sp._HDW7	TssE	1
Corynebacterium_glutamicum_ZL-6	TssA,TssE,TssL	3
Lysobacter_antibioticus_strain_76	TssA,TssE	2
Burkholderia_pseudomallei_MSHR1328	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Blattabacterium_sp._(Blaberus_giganteus)	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Bredeney_strain_CVM_24358	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Acidipropionibacterium_acidipropionici_strain_F3E8	TssL	1
Prevotella_enoeca_strain_F0113	TssB	1
Arenimonas_daejeonensis_strain_KACC_14631	TssL	1
Caballeronia_sp._M1242	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycobacterium_tuberculosis_PanR0201	TssL	1
Rhodobacter_sphaeroides_strain_2.4.1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssM	9
Pantoea]_beijingensis_JZB2120001	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Pseudonocardia_sp._EC080625-04	TssB,TssD,TssL	3
Roseimaritima_ulvae_strain_UC8	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL	8
Streptococcus_oligofermentans_AS_1.3089	TssL	1
Klebsiella_pneumoniae_KCTC_2242	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Mycoplasma_neurolyticum_strain_NCTC10166	TssL	1
Candidatus_Wolbachia_massiliensis_strain_PL13	TssB,TssE	2
Serratia_ficaria_strain_NCTC12148	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Streptomyces_lydicus_M01	TssE,TssL	2
Gallibacterium_anatis_UMN179	TssE	1
Salmonella_enterica_subsp._enterica_serovar_Muenchen_180135033	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._arizonae_serovar_62:z4,z23:-_strain_RSK2980	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Azoarcus_communis_strain_TSNA42	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Legionella_oakridgensis_ATCC_33761_=_DSM_21215	TssL,TssM	2
Novosphingobium_tardaugens_NBRC_16725	TssK	1
Lysinibacillus_sp._GY32	TssE	1
Chloracidobacterium_sp._E	TssL	1
Magnetococcus_marinus_MC-1	TssE,TssJ	2
Eubacterium_limosum_strain_Eubacterium_limosum_81C1	TssB	1
Actinomadura_amylolytica_strain_YIM_77502	TssB,TssE	2
Comamonas_sp._NLF_7-7	TssG	1
Herbaspirillum_seropedicae_SmR1	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Rhizobium_tropici_CIAT_899	TssE,TssL	2
Pseudochrobactrum_sp._C150915_16	TssE	1
Kutzneria_albida_DSM_43870	TssA,TssE,TssL	3
Halapricum_salinum_strain_CBA1105	TssE	1
Helicobacter_pylori_Puno135	TssA	1
Enterobacter_cloacae_complex_sp._ABFPL_strain_ABFPL	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Xanthomonas_campestris_pv._campestris_str._CN18	TssA,TssE	2
Rhizobium_sp._N1341	TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	8
Escherichia_coli_O104:H4_str._2009EL-2071	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Limnospira_sp._RM-2019_strain_BM	TssE,TssJ	2
Gallaecimonas_sp._HK-28	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Dictyoglomus_turgidum_DSM_6724	TssA,TssB	2
Duganella_sp._AF9R3	TssA,TssB,TssD,TssE,TssF,TssG,TssK,TssL,TssM	9
Helicobacter_bizzozeronii_CIII-1	TssE,TssG	2
Bacillus_megaterium_NBRC_15308_=_ATCC_14581	TssB,TssE	2
Mesorhizobium_sp._M6A.T.Cr.TU.016.01.1.1	TssA,TssB,TssC,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	11
Paraburkholderia_sp._DCR13_strain_rhisosphere	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Staphylococcus_aureus_subsp._aureus_T0131	TssE	1
Mycobacterium_tuberculosis_PanR0202	TssL	1
Planctomycetes_bacterium_I41	TssE,TssL	2
Marinomonas_sp._CT5	TssC,TssE	2
Mycoplasma_gallisepticum_str._F	TssE	1
Legionella_pneumophila_subsp._pascullei_strain_D-7119	TssL,TssM	2
Luteimonas_sp._S-1072	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Salmonella_enterica_subsp._enterica_serovar_Wandsworth_str._SA20092095_strain_SA20092095	TssA,TssB,TssD,TssE,TssF,TssG,TssJ,TssK,TssL,TssM	10
Elizabethkingia_miricola_Mir-N11	TssB,TssC,TssE,TssF,TssG	5
Cohnella_sp._KS_22	TssD,TssE	2
